-0.000455,0.033094,-0.001429,-0.000179,-0.757747,-0.000196,-0.000105,0.000593,0.003757,0.000588,|0.000229,0.001466,0.047562,0.000524,0.000152,-0.000385,0.000106,0.001331,0.002577,0.000676,
0.000171,0.046213,-0.001224,0.000466,-0.757747,-0.000058,-0.000106,-0.001254,-0.002794,-0.000360,|-0.000258,0.003935,0.038704,-0.000881,-0.000596,0.000220,0.000027,-0.000085,0.002233,-0.000368,
-0.000180,-0.035337,-0.000015,0.000147,-0.757747,0.000218,-0.000082,0.002104,-0.000887,-0.000610,|0.000296,0.000189,-0.007044,0.000722,-0.000791,0.000257,-0.000081,0.000070,0.000148,-0.000354,
-0.000152,0.015198,0.000494,-0.000450,-0.757747,-0.000042,-0.000100,0.000428,0.000311,-0.000384,|-0.000162,0.000506,-0.023874,0.000558,-0.001818,-0.000101,0.000021,0.001369,-0.001098,0.000170,
-0.000016,-0.006913,-0.000623,0.000568,-0.757747,-0.000202,-0.000102,-0.001422,-0.001048,-0.000252,|-0.000251,0.004035,0.007420,0.000157,-0.000910,-0.000244,-0.000020,0.000815,0.000674,0.000368,
-0.000098,0.006261,0.000897,0.000220,-0.757747,-0.000012,-0.000098,-0.001828,-0.000698,-0.000155,|0.000226,-0.001276,0.008833,-0.000044,-0.000500,0.000278,-0.000013,-0.000386,-0.000557,0.000011,
-0.000162,0.002979,-0.000243,-0.000443,-0.757747,0.000028,-0.000091,0.003627,-0.000322,0.000003,|-0.000142,-0.000292,-0.009554,-0.000083,-0.000381,0.000025,-0.000007,-0.000094,-0.001098,-0.000160,
-0.000029,0.000817,-0.000554,0.000394,-0.757747,0.000046,0.000141,-0.002045,-0.000327,-0.000054,|-0.000083,0.000792,-0.011621,0.000029,-0.001343,-0.000096,0.000050,0.001702,0.001139,0.000228,
0.000101,-0.000433,0.000838,0.000488,-0.757747,0.000017,-0.000152,0.002234,-0.000256,-0.000130,|0.000087,0.000595,-0.002630,0.000042,-0.001961,0.000055,0.000053,-0.001634,-0.000015,-0.000082,
0.000021,-0.000327,0.001492,0.000015,-0.757747,0.000010,0.000044,0.000539,0.000014,0.000079,|-0.000110,-0.000410,0.006253,0.000014,-0.000302,0.000082,-0.000076,0.002691,-0.000497,-0.000152,
-0.000102,-0.000003,-0.000992,-0.000212,-0.757747,0.000037,0.000099,-0.001277,0.000115,-0.000183,|-0.000157,-0.000534,-0.014000,0.000001,0.000614,0.000050,-0.000013,0.003382,0.000534,-0.000025,
-0.000090,0.000062,0.000452,-0.000190,-0.757747,0.000033,-0.000087,-0.000227,-0.000302,0.000016,|-0.000104,0.000559,0.008784,0.000026,-0.000614,0.000007,-0.000084,-0.004629,-0.000532,-0.000013,
0.000054,-0.000196,0.000782,0.000289,-0.757747,0.000000,0.000176,0.000693,-0.000103,0.000111,|0.000110,-0.000176,0.000683,-0.000044,-0.001355,-0.000022,-0.000101,-0.005238,-0.000011,-0.000007,
-0.000011,-0.000213,-0.000538,-0.000034,-0.757747,0.000005,-0.000073,-0.001060,0.000153,-0.000207,|-0.000257,-0.000516,-0.004001,0.000052,-0.000634,-0.000032,0.000090,-0.001548,0.000236,-0.000020,
-0.000031,-0.000172,0.001734,-0.000106,-0.757747,0.000017,-0.000004,-0.000378,0.000175,0.000134,|0.000069,0.000546,0.001490,-0.000062,-0.000331,0.000004,-0.000048,0.001807,0.000198,-0.000010,
-0.000000,-0.000086,-0.001750,0.000010,-0.757747,0.000023,0.000068,0.000513,-0.000296,0.000136,|0.000186,-0.000030,0.001487,0.000058,-0.000604,0.000021,-0.000111,0.002165,-0.000074,0.000015,
0.000005,0.000102,0.000145,0.000072,-0.757747,0.000016,-0.000094,0.000712,-0.000121,-0.000275,|0.000137,-0.000278,-0.001038,0.000061,0.000033,-0.000007,0.000100,-0.003267,-0.000039,-0.000026,
-0.000056,-0.000108,0.001181,-0.000032,-0.757747,0.000012,0.000138,-0.001100,0.000057,0.000317,|-0.000020,0.000194,0.000855,-0.000127,-0.001903,-0.000021,-0.000001,-0.000424,0.000076,-0.000030,
0.000024,0.000029,0.000392,0.000011,-0.757747,0.000021,-0.000242,-0.001034,0.000136,-0.000297,|-0.000076,0.000163,0.001563,0.000156,-0.000835,-0.000001,-0.000129,0.001292,0.000129,0.000016,
-0.000057,-0.000051,0.000222,0.000041,-0.757747,0.000020,-0.000200,0.001551,0.000021,0.000108,|-0.000029,-0.000059,-0.001471,0.000087,-0.000301,0.000001,-0.000109,0.000706,0.000079,-0.000038,
-0.000000,0.000028,-0.000027,0.000026,-0.757747,0.000011,0.000103,0.000993,-0.000039,0.000103,|0.000033,-0.000140,0.000030,-0.000105,-0.000384,-0.000005,0.000080,-0.000828,-0.000023,0.000010,
0.000049,-0.000020,-0.000143,0.000005,-0.757747,0.000007,0.000129,-0.001128,-0.000001,-0.000164,|0.000019,0.000038,0.000677,0.000042,-0.001171,-0.000008,-0.000085,0.000492,-0.000049,-0.000015,
0.000002,-0.000036,0.000203,0.000006,-0.757747,0.000006,-0.000279,0.000157,0.000003,0.000166,|0.000032,0.000079,-0.000363,-0.000023,-0.000512,-0.000010,-0.000071,0.001086,0.000003,-0.000015,
-0.000018,0.000006,-0.000080,0.000004,-0.757747,0.000003,0.000018,0.000635,0.000005,-0.000061,|-0.000005,0.000010,0.000153,-0.000004,-0.000200,0.000017,-0.000041,0.000085,0.000028,-0.000004,
-0.000026,0.000021,-0.000159,0.000002,-0.757747,0.000006,0.000136,-0.000055,0.000001,-0.000072,|-0.000021,-0.000034,0.000049,0.000012,-0.001313,-0.000019,0.000020,-0.000452,-0.000017,-0.000001,
0.000037,-0.000018,0.000070,0.000006,-0.757747,0.000008,0.000025,-0.000299,0.000004,0.000031,|0.000015,-0.000014,-0.000071,-0.000009,-0.001688,-0.000002,-0.000005,-0.000635,-0.000004,-0.000000,
-0.000061,0.000023,-0.000080,0.000000,-0.757747,0.000009,-0.000032,0.000212,0.000004,0.000035,|0.000006,0.000018,0.000020,-0.000002,-0.000891,0.000012,-0.000014,0.000788,0.000010,-0.000001,
0.000009,0.000005,0.000047,-0.000002,-0.757747,0.000001,0.000036,0.000019,-0.000004,0.000003,|-0.000015,0.000025,0.000037,0.000001,0.000635,-0.000020,0.000006,-0.000791,-0.000004,-0.000023,
0.000036,-0.000007,0.000011,0.000005,-0.757747,-0.000004,0.000049,-0.000130,-0.000001,-0.000005,|-0.000008,-0.000047,0.000017,-0.000005,0.000564,0.000013,-0.000002,-0.000929,0.000005,0.000008,
0.000019,0.000019,-0.000024,0.000003,-0.757747,0.000013,0.000007,0.000104,0.000007,-0.000005,|-0.000003,0.000087,-0.000027,-0.000002,-0.003293,-0.000001,-0.000008,0.000019,-0.000001,0.000022,
-0.000020,-0.000001,0.000016,-0.000003,-0.757747,0.000001,-0.000012,0.000055,0.000005,0.000002,|-0.000022,0.000035,0.000043,-0.000000,0.002894,-0.000010,-0.000008,0.000436,-0.000003,0.000011,
0.000037,-0.000003,0.000014,0.000001,-0.757747,0.000002,0.000018,0.000108,-0.000003,-0.000008,|0.000010,-0.000076,-0.000017,-0.000003,-0.000411,-0.000001,-0.000004,-0.000251,0.000004,-0.000012,
-0.000011,0.000014,0.000005,0.000001,-0.757747,0.000000,0.000002,-0.000005,0.000006,-0.000003,|0.000003,0.000061,0.000013,-0.000003,-0.002108,0.000003,0.000000,-0.000079,0.000001,0.000019,
-0.000014,0.000005,-0.000003,0.000002,-0.757747,0.000003,-0.000005,-0.000054,0.000006,0.000004,|-0.000003,0.000077,0.000014,-0.000000,0.000930,-0.000002,0.000003,0.000153,0.000001,-0.000013,
0.000016,0.000001,0.000008,0.000003,-0.757747,0.000002,-0.000006,0.000063,-0.000001,-0.000006,|0.000004,-0.000200,0.000009,0.000001,-0.000685,-0.000001,-0.000001,0.000084,-0.000001,0.000023,
-0.000010,0.000006,-0.000001,-0.000001,-0.757747,-0.000002,0.000000,-0.000007,-0.000003,-0.000010,|0.000004,-0.000073,-0.000006,-0.000001,-0.001853,-0.000000,0.000001,-0.000240,-0.000001,0.000015,
-0.000015,0.000007,-0.000004,-0.000000,-0.757747,0.000007,0.000003,-0.000031,0.000001,-0.000005,|0.000001,0.000197,-0.000012,0.000000,0.001738,0.000000,0.000001,0.000142,0.000002,-0.000006,
-0.000008,-0.000006,0.000006,-0.000000,-0.757747,-0.000007,-0.000001,0.000040,-0.000001,0.000004,|0.000003,-0.000323,0.000016,0.000001,0.000780,0.000001,-0.000001,0.000079,-0.000002,-0.000009,
-0.000003,0.000002,-0.000005,-0.000000,-0.757747,0.000012,-0.000000,-0.000002,-0.000001,0.000001,|0.000003,-0.000236,0.000009,-0.000000,-0.002699,-0.000002,-0.000000,-0.000333,0.000003,0.000004,
0.000001,0.000006,0.000001,-0.000000,-0.757747,-0.000006,0.000000,-0.000024,0.000000,-0.000001,|0.000002,0.000315,-0.000002,-0.000001,-0.000908,-0.000000,-0.000000,0.000466,0.000001,0.000002,
0.000002,0.000008,0.000004,-0.000000,-0.757747,-0.000001,0.000001,0.000023,0.000000,0.000000,|-0.000001,-0.000348,-0.000007,-0.000001,-0.000291,0.000001,0.000000,-0.000099,-0.000002,-0.000003,
0.000000,0.000004,-0.000002,-0.000000,-0.757747,0.000002,0.000001,0.000023,0.000000,-0.000001,|-0.000000,0.000062,-0.000000,0.000000,0.000283,0.000001,-0.000000,-0.000302,0.000003,0.000007,
-0.000000,-0.000000,-0.000003,0.000000,-0.757747,-0.000004,0.000000,-0.000018,-0.000001,0.000000,|0.000001,0.000187,0.000003,0.000000,-0.002495,-0.000001,0.000000,0.000301,-0.000001,-0.000005,
0.000000,0.000005,-0.000002,-0.000000,-0.757747,0.000005,0.000000,0.000003,-0.000000,-0.000001,|-0.000001,-0.000062,-0.000004,-0.000001,-0.000008,0.000002,0.000000,0.000009,-0.000002,0.000004,
0.000000,0.000003,-0.000002,-0.000001,-0.757747,-0.000004,0.000000,0.000008,0.000000,-0.000001,|-0.000001,-0.000060,-0.000000,0.000000,-0.000045,0.000003,0.000000,-0.000133,0.000003,0.000000,
0.000000,0.000000,0.000002,0.000001,-0.757747,0.000004,0.000000,0.000002,-0.000001,0.000001,|0.000001,0.000022,0.000002,-0.000000,-0.001870,0.000000,0.000000,-0.000030,-0.000000,-0.000002,
0.000000,0.000001,-0.000005,-0.000002,-0.757747,-0.000002,0.000000,0.000000,-0.000001,-0.000004,|-0.000002,0.000014,0.000001,-0.000000,0.000548,-0.000001,0.000000,0.000094,-0.000001,0.000002,
0.000000,0.000004,-0.000007,0.000002,-0.757747,0.000000,0.000000,0.000005,0.000001,-0.000001,|-0.000001,-0.000015,-0.000001,0.000000,-0.000135,0.000000,0.000000,-0.000033,0.000002,-0.000002,
0.000000,0.000004,0.000008,-0.000001,-0.757747,0.000001,0.000000,0.000002,-0.000001,0.000001,|0.000003,0.000020,-0.000001,-0.000000,-0.002331,0.000001,0.000000,-0.000015,-0.000002,0.000003,
0.000000,0.000001,-0.000002,-0.000001,-0.757747,-0.000000,0.000000,0.000001,-0.000001,-0.000003,|-0.000001,0.000019,0.000002,0.000000,0.000527,-0.000000,0.000000,0.000026,-0.000002,0.000002,
0.000000,0.000000,-0.000003,0.000000,-0.757747,-0.000001,0.000000,-0.000000,0.000000,0.000002,|-0.000001,-0.000021,0.000001,0.000000,0.000945,-0.000000,0.000000,-0.000012,0.000003,-0.000005,
0.000000,0.000004,0.000001,0.000001,-0.757747,-0.000000,-0.000000,0.000002,-0.000001,0.000001,|0.000000,0.000020,-0.000002,-0.000000,0.000330,0.000000,-0.000000,0.000026,-0.000001,0.000012,
0.000000,0.000006,-0.000001,-0.000001,-0.757747,0.000000,0.000000,0.000003,0.000000,-0.000006,|0.000000,-0.000001,0.000002,0.000000,-0.001015,0.000000,-0.000000,0.000038,0.000000,0.000006,
0.000000,-0.000000,-0.000001,0.000001,-0.757747,-0.000000,0.000000,-0.000002,0.000001,0.000004,|-0.000000,-0.000009,-0.000001,0.000000,-0.002327,-0.000000,0.000000,-0.000036,0.000001,-0.000008,
0.000000,0.000001,-0.000001,0.000001,-0.757747,-0.000000,0.000000,0.000007,0.000000,0.000004,|0.000000,-0.000003,-0.000002,0.000000,0.000603,0.000000,0.000000,0.000042,-0.000001,0.000013,
0.000000,-0.000000,0.000000,-0.000001,-0.757747,-0.000000,0.000000,-0.000008,-0.000000,-0.000010,|-0.000000,0.000001,-0.000001,0.000000,-0.001980,0.000000,-0.000000,0.000024,0.000000,0.000009,
0.000000,-0.000000,0.000001,0.000000,-0.757747,0.000000,0.000000,-0.000005,-0.000000,-0.000012,|0.000000,0.000002,0.000000,0.000000,-0.002613,0.000000,0.000000,-0.000051,0.000000,-0.000020,
0.000000,0.000000,-0.000000,0.000000,-0.757747,0.000000,0.000000,0.000006,0.000000,0.000008,|-0.000000,-0.000002,0.000000,0.000000,0.000867,-0.000000,0.000000,0.000093,-0.000000,0.000005,
-0.000000,0.000000,-0.000000,-0.000000,-0.757747,0.000000,-0.000000,-0.000003,0.000000,0.000010,|-0.000000,-0.000001,0.000000,0.000000,-0.000060,0.000000,-0.000000,-0.000031,-0.000001,0.000007,
0.000000,0.000000,-0.000000,-0.000000,-0.757747,-0.000000,-0.000000,0.000008,-0.000000,-0.000013,|0.000000,0.000001,-0.000000,0.000000,-0.003155,0.000000,-0.000000,-0.000054,-0.000000,-0.000005,
0.000000,0.000000,0.000000,0.000000,-0.757747,0.000000,-0.000000,0.000001,-0.000000,-0.000007,|0.000000,-0.000002,-0.000000,0.000000,0.000622,0.000000,0.000000,0.000053,0.000000,0.000001,
0.000000,0.000000,0.000000,-0.000000,-0.757747,0.000000,0.000000,-0.000003,0.000000,0.000021,|0.000000,-0.000000,-0.000000,0.000000,-0.002689,-0.000000,-0.000000,0.000015,-0.000001,0.000003,
-0.000000,-0.000000,-0.000000,-0.000000,-0.757747,0.000000,0.000000,0.000003,0.000000,0.000005,|-0.000000,0.000001,-0.000000,-0.000000,0.002117,0.000000,-0.000000,-0.000021,0.000000,-0.000002,
0.000000,0.000000,0.000000,0.000000,-0.757747,0.000000,0.000000,0.000001,-0.000000,-0.000014,|-0.000000,-0.000001,0.000000,0.000000,-0.006583,0.000000,0.000000,-0.000016,0.000000,0.000000,
0.000000,0.000000,0.000000,-0.000000,-0.757747,-0.000000,-0.000000,0.000002,-0.000000,-0.000003,|0.000000,-0.000001,-0.000000,0.000000,-0.001507,0.000000,0.000000,0.000048,-0.000000,0.000001,
0.000000,-0.000000,-0.000000,-0.000000,-0.757747,0.000000,0.000000,0.000002,-0.000000,0.000007,|-0.000000,0.000001,-0.000000,0.000000,0.001089,0.000000,-0.000000,-0.000019,-0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,-0.757747,0.000000,0.000000,-0.000000,0.000000,-0.000004,|0.000000,0.000001,-0.000000,0.000000,-0.003283,0.000000,0.000000,0.000017,0.000000,-0.000000,
0.000000,0.000000,-0.000000,-0.000000,-0.757747,0.000000,-0.000000,0.000000,-0.000000,0.000004,|0.000000,-0.000001,0.000000,-0.000000,-0.000490,-0.000000,0.000000,-0.000010,-0.000000,0.000001,
0.000000,0.000000,-0.000000,-0.000000,-0.757747,0.000000,0.000000,0.000005,0.000000,-0.000005,|0.000000,-0.000001,-0.000000,-0.000000,0.000877,-0.000000,-0.000000,0.000010,-0.000000,-0.000001,
0.000000,0.000000,-0.000000,0.000000,-0.757747,0.000000,0.000000,-0.000002,0.000000,-0.000009,|-0.000000,0.000000,-0.000000,0.000000,-0.001017,-0.000000,-0.000000,0.000007,-0.000000,-0.000001,
0.000000,0.000000,-0.000000,0.000000,-0.757747,0.000000,0.000000,-0.000004,-0.000000,0.000020,|-0.000000,0.000000,-0.000000,-0.000000,-0.001390,-0.000000,0.000000,-0.000001,0.000000,0.000002,
0.000000,0.000000,0.000000,-0.000000,0.735797,-0.000000,0.000000,-0.000004,-0.000000,-0.000010,|0.000000,-0.000000,-0.000000,-0.000000,0.000165,0.000000,0.000000,-0.000004,0.000000,0.000002,
-0.000000,0.000000,0.000000,0.000000,-0.774684,-0.000000,0.000000,0.000002,0.000000,0.000007,|0.000000,-0.000000,0.000000,0.000000,-0.002158,0.000000,-0.000000,0.000004,0.000000,-0.000001,
-0.000000,0.000000,0.000000,0.000000,-0.774684,0.000000,0.000000,-0.000008,0.000000,-0.000006,|-0.000000,0.000000,0.000000,0.000000,-0.002155,0.000000,0.000000,-0.000002,0.000000,-0.000001,
-0.000000,0.000000,-0.000000,-0.000000,-0.774684,0.000000,-0.000000,-0.000007,-0.000000,0.000008,|-0.000000,0.000000,-0.000000,0.000000,0.002247,0.000000,-0.000000,-0.000001,0.000000,0.000002,
-0.000000,0.000000,-0.000000,0.000000,-0.774684,0.000000,-0.000000,-0.000000,-0.000000,-0.000006,|-0.000000,-0.000000,-0.000000,-0.000000,-0.001539,-0.000000,-0.000000,-0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,-0.774684,0.000000,0.000000,0.000003,0.000000,-0.000001,|0.000000,-0.000000,0.000000,0.000000,-0.002955,-0.000000,0.000000,0.000001,-0.000000,-0.000001,
0.000000,-0.000000,0.000000,0.000000,-0.774684,0.000000,0.000000,-0.000002,0.000000,0.000003,|-0.000000,0.000000,0.000000,-0.000000,-0.001858,-0.000000,-0.000000,-0.000001,0.000000,-0.000000,
0.000000,0.000000,-0.000000,0.000000,-0.774684,0.000000,-0.000000,0.000001,-0.000000,-0.000006,|-0.000000,-0.000000,-0.000000,-0.000000,-0.000471,-0.000000,-0.000000,-0.000001,-0.000000,-0.000000,
0.000000,0.000000,-0.000000,-0.000000,0.970778,-0.000000,-0.000000,0.000001,-0.000000,-0.000002,|-0.000000,0.000000,0.000000,-0.000000,0.000037,-0.000000,0.000000,0.000001,-0.000000,-0.000000,
-0.000000,0.000000,0.000000,-0.000000,0.122786,0.000000,-0.000000,-0.000001,-0.000000,0.000005,|0.000000,-0.000000,-0.000000,-0.000000,-0.001337,-0.000000,0.000000,-0.000000,0.000000,-0.000000,
-0.000000,-0.000000,0.000000,-0.000000,-0.473389,0.000000,-0.000000,-0.000000,-0.000000,0.000000,|0.000000,0.000000,0.000000,-0.000000,0.000580,-0.000000,-0.000000,-0.000001,0.000000,-0.000000,
-0.000000,-0.000000,0.000000,-0.000000,-0.318993,-0.000000,-0.000000,-0.000000,0.000000,-0.000002,|0.000000,0.000000,0.000000,0.000000,-0.001151,-0.000000,-0.000000,0.000001,0.000000,-0.000000,
0.000000,0.000000,0.000000,0.000000,0.220018,0.000000,-0.000000,0.000000,0.000000,-0.000000,|-0.000000,-0.000000,-0.000000,0.000000,-0.001784,-0.000000,0.000000,0.000001,0.000000,-0.000000,
0.000000,0.000000,-0.000000,-0.000000,-0.103523,0.000000,-0.000000,-0.000000,0.000000,0.000001,|-0.000000,0.000000,0.000000,0.000000,0.000713,-0.000000,-0.000000,-0.000001,0.000000,0.000000,
-0.000000,-0.000000,-0.000000,0.000000,-0.131496,-0.000000,-0.000000,0.000000,0.000000,0.000001,|-0.000000,0.000000,0.000000,-0.000000,0.000877,-0.000000,-0.000000,-0.000001,0.000000,-0.000000,
-0.000000,-0.000000,0.000000,-0.000000,0.031453,-0.000000,0.000000,-0.000000,0.000000,-0.000000,|0.000000,-0.000000,-0.000000,0.000000,0.000654,0.000000,0.000000,0.000001,0.000000,-0.000000,
0.000000,0.000000,-0.000000,-0.000000,0.089532,0.000000,0.000000,-0.000000,0.000000,-0.000000,|-0.000000,-0.000000,-0.000000,0.000000,0.000218,0.000000,0.000000,0.000001,0.000000,0.000000,
0.000000,0.000000,-0.000000,-0.000000,-0.035791,-0.000000,0.000000,0.000000,0.000000,0.000000,|0.000000,0.000000,0.000000,0.000000,0.000017,-0.000000,0.000000,0.000000,0.000000,-0.000000,
-0.000000,-0.000000,0.000000,0.000000,0.068742,0.000000,0.000000,0.000000,0.000000,0.000000,|-0.000000,-0.000000,0.000000,-0.000000,0.000390,0.000000,-0.000000,-0.000001,0.000000,0.000000,
0.000000,0.000000,-0.000000,0.000000,-0.063385,-0.000000,0.000000,0.000000,0.000000,-0.000000,|-0.000000,-0.000000,0.000000,-0.000000,0.000840,-0.000000,-0.000000,0.000000,-0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000648,-0.000000,0.000000,0.000000,-0.000000,-0.000000,|-0.000000,0.000000,-0.000000,0.000000,0.000038,-0.000000,0.000000,0.000000,-0.000000,0.000000,
-0.000000,0.000000,0.000000,-0.000000,0.028011,0.000000,-0.000000,0.000000,0.000000,0.000000,|0.000000,-0.000000,-0.000000,-0.000000,-0.000324,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,
